website,interview_difficulty,ceo_name,nb_c_jobs,company_description,registered_employer,benefits_below,similar_companies,acquired_by,founded,affiliated_company,nb_ratings_ceo,stars,nb_c_reviews_detailled,size,nb_c_interviews,friend_recommend,url,benefits_above,employer_id,revenue,headquarters,competitors,company_name,nb_c_salaries,awards,ceo_rating,type,industry,operated_by,headquarters_city,headquarters_state,nb_awards_after_2000,has_website,ticker
www.ajaxtocco.com,,,,,Unclaimed Profile,,"Stratasys,Michigan Talent Bank,Pentair,International Paper",,2002.0,,0,2.8,7,500 to 999 Employees,,50.0,"http://www.glassdoor.com/Overview/Working-at-Ajax-Tocco-Magnethermic-EI_IE259094.11,34.htm",,259094,$50 to $100 million (USD) per year,"Warren, OH",Unknown,Ajax Tocco Magnethermic,5.0,,,Company - Private,Manufacturing,,Warren,OH,0.0,1,
www.mc-mc.com,,Don Slominski Jr.,,"Getting connected at work has a completely different meaning at McNaughton-McKay. Customers can buy electrical supplies, sensors and controls, and automation and security software online or through 23 branches in five states and a location in Germany. The company distributes some 300 product lines from manufacturers such as Hubbell, GE, Brady, Belden, Coleman Cable, Leviton, Thomas & Betts, Cognex, Specter Instruments, and Rockwell Automation. It sells to the construction, commercial, government, and industrial automation markets. The Bull and McNaughton families ran the business until 2006. Founded in 1910, McNaughton-McKay is one of the largest employee-owned companies in the US.",Unclaimed Profile,,"W.W. Grainger,Cardinal Health,US Foods,Coca-Cola Bottling Consolidated,Ferguson Enterprises,Gordon Food Service,Manheim",,1930.0,,8,2.7,11,500 to 999 Employees,,44.0,"http://www.glassdoor.com/Overview/Working-at-McNaughton-McKay-EI_IE5115.11,27.htm",,5115,$500 million to $1 billion (USD) per year,"Madison Heights, MI","Graybar Electric,Consolidated Electrical,WESCO International",McNaughton-McKay,7.0,,57.0,Company - Private,Business Services,,Madison Heights,MI,0.0,1,
www.chemring.co.uk,,Peter C. F. Hickson,,"Chemring has several subsidiaries, but none of them has much to do with chemicals or rings. The company is largely about aerospace and defense countermeasures and marine and military electronics and pyrotechnics. The company's two segments -- Energetics and Countermeasures -- serve market segments including pyrotechnics, explosive ordnance disposal (EOD), munitions, and expendable countermeasures. Primary products include air, land, and naval countermeasures that defeat incoming missiles; marine safety electronics and pyrotechnics, such as emergency beacons, radios, and emergency flares; and military pyrotechnics used for training purposes. Chemring's subsidiaries are located throughout the world.",Unclaimed Profile,,"Roke Manor Research,Chemring Ordnance,Chemring Energetic Devices,Chemring Detection Systems,Leidos,Textron,US Department of Defense",,,,0,2.4,3,1000 to 5000 Employees,,30.0,"http://www.glassdoor.com/Overview/Working-at-Chemring-EI_IE24772.11,19.htm",,24772,$500 million to $1 billion (USD) per year,"Fareham, United Kingdom","Esterline,General Dynamics Ordnance and Tactical Systems",Chemring,4.0,,,Company - Public with Ticker,Aerospace & Defense,,Fareham,United Kingdom,0.0,1,CHG
www.peopleslinen.com,,,,,Unclaimed Profile,,"Owens Corning,ExOne,Renewal By Andersen,Toro Company,Hach Company,Trident Group,Graphic Products,Apogee Enterprises,GTM Sportswear,4over",,1925.0,,0,2.0,1,50 to 149 Employees,,,"http://www.glassdoor.com/Overview/Working-at-People-s-Linen-Services-EI_IE837410.11,34.htm",,837410,$5 to $10 million (USD) per year,"Keene, NH",Unknown,People's Linen Services,,,,Company - Public,Manufacturing,,Keene,NH,0.0,1,
,,Randall Liles,,,Unclaimed Profile,,"Vector Marketing,Infinite Direct,AlliedBarton,Securitas Security Services USA,KellyMitchell Group,R.R. Donnelley,Ogilvy & Mather,Acosta,Epsilon,Pitney Bowes",,1998.0,,0,3.0,1,16 to 50 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Ark-la-tex-superior-signs-EI_IE806705.11,36.htm",,806705,Unknown / Non-Applicable per year,,Unknown,Ark la tex superior signs,,,,Company - Private,Business Services,,,,0.0,0,
docksideseafood.net,,,,,Unclaimed Profile,,"Applebee's,Cheesecake Factory,Darden,Panda Express,Cracker Barrel,Olive Garden Italian Restaurants,Red Robin",,,,0,5.0,1,6 to 15 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Dockside-Seafood-EI_IE728927.11,27.htm",,728927,Unknown / Non-Applicable per year,"Picayune, MS",Unknown,Dockside Seafood,,,,Company - Private,"Restaurants, Bars & Food Services",,Picayune,MS,0.0,1,
www.opsysinc.com,,,,,Unclaimed Profile,,"Epic Systems Corporation,Dell",,,,0,4.0,1,6 to 15 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Operational-Systems-EI_IE767214.11,30.htm",,767214,Unknown / Non-Applicable per year,"Longmont, CO",Unknown,Operational Systems,,,,Company - Private,Information Technology,,Longmont,CO,0.0,1,
www.facebook.com/TheatreAskew,,,,,Unclaimed Profile,,"Kennedy Center,Musika Lessons,Chicago Shakespeare Theater,Interlochen Center for the Arts",,2004.0,,0,5.0,1,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Theatre-Askew-EI_IE812193.11,24.htm",,812193,Unknown / Non-Applicable per year,"New York, NY",Unknown,Theatre Askew,,,,Company - Public,"Arts, Entertainment & Recreation",,New York,NY,0.0,1,
www.water.net,,,,,Unclaimed Profile,,"Turner Broadcasting,HBO,FOX News,Disney ABC Television,World Wrestling Entertainment,Sinclair Broadcast Group,Scripps Networks Interactive,Weather Channel",,,,0,2.9,6,150 to 499 Employees,1.0,48.0,"http://www.glassdoor.com/Overview/Working-at-Waterman-Broadcasting-EI_IE338245.11,32.htm",,338245,$25 to $50 million (USD) per year,"Fort Myers, FL",Unknown,Waterman Broadcasting,5.0,,,Company - Private,Media,,Fort Myers,FL,0.0,1,
www.cdschools.org,,,,,Unclaimed Profile,,"Life Time Fitness,Stanford University,NYU (New York University),Columbia University,ITT Technical Institute,University of Washington,Western Governors University,University of Southern California,University of North Carolina,Grand Canyon University,University of Phoenix",,,,0,3.0,1,1000 to 5000 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Central-Dauphin-School-District-EI_IE690537.11,42.htm",,690537,$100 to $500 million (USD) per year,"Harrisburg, PA",Unknown,Central Dauphin School District,3.0,,,Company - Public,Education,,Harrisburg,PA,0.0,1,
www.pillowfightnite.com,,,,,Unclaimed Profile,,"LA Fitness (UK),Great Clips,European Wax Center,Hand and Stone Spa,Angie's List",,,,0,4.0,1,1 to 5 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Pillow-Fight-Nite-EI_IE474986.11,28.htm",,474986,Unknown / Non-Applicable per year,"South San Francisco, CA",Unknown,Pillow Fight Nite,,,,Company - Private,Consumer Services,,South San Francisco,CA,0.0,1,
www.steelsummit.com,,Robert Kukowski,,,Unclaimed Profile,,"Stratasys,Michigan Talent Bank,Pentair,International Paper",,2006.0,,0,5.0,1,150 to 499 Employees,1.0,,"http://www.glassdoor.com/Overview/Working-at-Steelsummit-Holdings-EI_IE293161.11,31.htm",,293161,$25 to $50 million (USD) per year,"La Vergne, TN",Unknown,Steelsummit Holdings,2.0,,,Company - Private,Manufacturing,,La Vergne,TN,0.0,1,
www.smartplayin.com,3.4,Pradeep Vajram,,,Engaged Employer,,"Synapse Design,Mirafra Technologies,NVIDIA,SiConTech,Smart Play,Intel Corporation,Qualcomm,Wipro,Texas Instruments,Sankalp Semiconductor,Cadence Design Systems,Synopsys",,2008.0,,28,3.3,71,1000 to 5000 Employees,16.0,71.0,"http://www.glassdoor.com/Overview/Working-at-SmartPlay-EI_IE343316.11,20.htm",,343316,$5 to $10 million (USD) per year,"San Jose, CA",Unknown,SmartPlay,597.0,,88.0,Company - Private,Manufacturing,,San Jose,CA,0.0,1,
www.mwamllc.com,,Chris Scibelli,,"Way out west, where the portfolios grow, that's where you'll find Metropolitan West Asset Management. The company, also known as MetWest, specializes in fixed income portfolio management for employee benefit plans, endowments, foundations, health care organizations, other financial advisors, and individual mutual fund shareholders. MetWest's offerings also include separate accounts (for clients with more than $25 million to invest) and seven bond, indexed, and strategic income mutual funds. MetWest was acquired by investment management company The TCW Group in 2010. The combined firm has some $115 billion in assets under management.",Unclaimed Profile,,"Fidelity Investments,PNC Financial Services Group,BlackRock,Citibank,Deutsche Bank,New York Life",,,,1,1.9,2,50 to 149 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Metropolitan-West-Asset-Management-EI_IE22252.11,45.htm",,22252,$10 to $25 million (USD) per year,"Los Angeles, CA","PIMCO,BlackRock,Wells Capital",Metropolitan West Asset Management,7.0,,,Subsidiary or Business Segment,Finance,,Los Angeles,CA,0.0,1,
www.intercoast.edu,2.0,,,,Unclaimed Profile,,"Life Time Fitness,Stanford University,Harvard University,NYU (New York University),Columbia University,ITT Technical Institute,University of Washington,Western Governors University,University of Southern California,University of North Carolina,Grand Canyon University,University of Phoenix",,,,0,1.7,4,150 to 499 Employees,2.0,33.0,"http://www.glassdoor.com/Overview/Working-at-InterCoast-Colleges-EI_IE543815.11,30.htm",,543815,Unknown / Non-Applicable per year,"Granada Hills, CA",Unknown,InterCoast Colleges,2.0,,,College / University,Education,,Granada Hills,CA,0.0,1,
www.allianceunited.com,3.0,David N. Mandel,,,Unclaimed Profile,,"Progressive Insurance,Farmers Insurance Group,State Farm,Esurance,USAA,Liberty Mutual Insurance,Boeing,Allstate,Infinity Insurance,Wells Fargo,Sedgwick Claims Management Services,Platinum Supplemental Insurance",,,,5,2.4,16,150 to 499 Employees,2.0,31.0,"http://www.glassdoor.com/Overview/Working-at-Alliance-United-Insurance-EI_IE449667.11,36.htm",,449667,Unknown / Non-Applicable per year,"Ventura, CA",Unknown,Alliance United Insurance,9.0,,65.0,Company - Private,Insurance,,Ventura,CA,0.0,1,
www.fccredwoodcity.org,,,,,Unclaimed Profile,,"United Rentals,Woodruff Arts Center,Trac,Jewish Community Center",,,,0,2.0,1,6 to 15 Employees,,,"http://www.glassdoor.com/Overview/Working-at-First-Congregational-Church-of-Redwood-City-EI_IE137947.11,54.htm",,137947,Less than $1 million (USD) per year,"Redwood City, CA",Unknown,First Congregational Church of Redwood City,1.0,,,Nonprofit Organization,Transportation & Logistics,,Redwood City,CA,0.0,1,
www.exitrealworld.com,,,,,Unclaimed Profile,,"Macy's,Nordstrom,Kohl's,J. C. Penney,Victoria's Secret Stores,Barnes & Noble,The Gap,Ross Stores,Safeway",,,,0,4.0,1,6 to 15 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-EXIT-Real-World-EI_IE726995.11,26.htm",,726995,Unknown / Non-Applicable per year,"Portland, OR",Unknown,EXIT Real World,,,,Company - Private,Retail,,Portland,OR,0.0,1,
www.dccu.us,,,,,Unclaimed Profile,,"SunTrust,M&T Bank",,,,0,3.0,1,16 to 50 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Dane-County-Credit-Union-EI_IE619420.11,35.htm",,619420,$5 to $10 million (USD) per year,"Madison, WI",Unknown,Dane County Credit Union,,,,Nonprofit Organization,Finance,,Madison,WI,0.0,1,
www.amaxinsurance.com,1.0,,,"A-MAX Auto Insurance has quickly become the premier affordable car, home, commercial, motorcycle, tourist, renters and general liability insurance provider for thousands of Texas drivers and homeowners. Our customers stay with us for the same reason why new customers switch over to A-MAX for the quality customer service, low rates and the convenient locations.",Unclaimed Profile,,"Fred Loya Insurance Agency, Inc.,Fiesta Mart,Tornado Bus,Verizon,Greyhound,Sedgwick Claims Management Services,Platinum Supplemental Insurance,David J Powell & Associates,BenefitMall,Mueller Services,National Agents Alliance",,2002.0,,0,5.0,2,150 to 499 Employees,1.0,100.0,"http://www.glassdoor.com/Overview/Working-at-A-Max-Insurance-Services-EI_IE442908.11,35.htm",,442908,Unknown / Non-Applicable per year,"Dallas, TX",Unknown,A-Max Insurance Services,19.0,,,Company - Private,Insurance,,Dallas,TX,0.0,1,
www.elliott-turbo.com,3.5,Yasuyuki Uruma,,"Customers turn to Elliott for its rotating equipment. Commonly known as Elliott Group and formerly known as Elliott Turbomachinery, the company designs, manufactures, and services turbomachinery for the petrochemical, refining, oil and gas, power, and process industries around the world. Its primary products are centrifugal and axial compressors, steam turbines, and lubrication systems for rotating equipment. It also provides repair services, spare parts supply, turbine remanufacturing, and upgrades through a global network of service facilities. A subsidiary of industrial conglomerate Ebara, Elliott Group's main manufacturing facilities are located in the US and Japan.",Unclaimed Profile,,"Fs-elliott,Dresser-Rand,Kennametal,Westinghouse,GE,Bechtel Plant Machinery,Halliburton,FMC Technologies,United States Steel,Deloitte,Excela Health,PNC Financial Services Group",,1910.0,,6,3.3,21,1000 to 5000 Employees,3.0,50.0,"http://www.glassdoor.com/Overview/Working-at-Elliott-Company-EI_IE31552.11,26.htm",,31552,$100 to $500 million (USD) per year,"Jeannette, PA","Dresser-Rand,Sulzer,Cameron Compression",Elliott Company,55.0,"The 100 Best Green Companies,OregonBusiness,2009,100 Best Companies to Work for in Oregon (Small),OregonBusiness,2009",82.0,Subsidiary or Business Segment,Manufacturing,,Jeannette,PA,2.0,1,
www.metritech.com,,,,,Unclaimed Profile,,"K12,Varsity Tutors,Huntington Learning Centers,Tutor.com,2U",,,,0,2.7,5,16 to 50 Employees,,55.0,"http://www.glassdoor.com/Overview/Working-at-MetriTech-EI_IE452813.11,20.htm",,452813,$1 to $5 million (USD) per year,"Champaign, IL",Unknown,MetriTech,1.0,,,Company - Public,Education,,Champaign,IL,0.0,1,
www.philipsna.com,,Zia Eftekhar,,"The Genlyte Group wants everyone to lighten up. The company, which does business as Professional Luminaires North America, designs and manufactures a wide range of indoor and outdoor lighting products for commercial and industrial markets. Its incandescent, fluorescent, emergency, high-intensity discharge (HID), and down lighting fixtures and lamps are used in healthcare, retail, entertainment, outdoor, hospitality, and industrial applications. More than 80% of the company's products are made in its 35 North American facilities, and include brand names Canlyte, Omega, Guth, Lightolier, and Vari*Lite. The Genlyte Group was purchased by Royal Philips Electronics, and picked up its dba, in early 2008.",Unclaimed Profile,,"InvenSense Salaries,Texas Instruments Salaries,Corning Salaries,Emerson Salaries,Micron Technology Salaries,National Instruments Salaries",,1985.0,,0,2.0,2,1000 to 5000 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Genlyte-Group-EI_IE1445.11,24.htm",,1445,$100 to $500 million (USD) per year,"Andover, MA","Holophane,Acuity Brands",Genlyte Group,3.0,,,Subsidiary or Business Segment,Manufacturing,,Andover,MA,0.0,1,
www.digneyyork.com,,,,,Unclaimed Profile,,,,,,0,5.0,1,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Digney-York-Associates-EI_IE963566.11,33.htm",,963566,Unknown / Non-Applicable per year,"Vienna, VA",Unknown,Digney York Associates,,,,Company - Private,Unknown,,Vienna,VA,0.0,1,
www.twounique.com,,,,,Unclaimed Profile,,"Compass Group USA,Compass Group,HMSHost,Bon Appétit Management,Centerplate,Unidine,Guckenheimer",,,,0,2.0,1,16 to 50 Employees,,,"http://www.glassdoor.com/Overview/Working-at-2-Unique-Caterers-and-Event-Planning-EI_IE309470.11,47.htm",,309470,Less than $1 million (USD) per year,"Royal Oak, MI",Unknown,2 Unique Caterers & Event Planning,1.0,,,Company - Private,"Restaurants, Bars & Food Services",,Royal Oak,MI,0.0,1,
www.reachouthealthcare.com,2.0,Chris Bird,,,Unclaimed Profile,,"Kaiser Permanente,HCR ManorCare,BAYADA Home Health Care,Fresenius Medical Care - North America,DaVita,Genesis HealthCare,Brookdale Senior Living,Quest Diagnostics,Express Scripts",,,,3,2.5,5,50 to 149 Employees,1.0,24.0,"http://www.glassdoor.com/Overview/Working-at-ReachOut-Healthcare-America-EI_IE496449.11,38.htm",,496449,$5 to $10 million (USD) per year,"Phoenix, AZ",Unknown,ReachOut Healthcare America,1.0,,68.0,Company - Public,Health Care,,Phoenix,AZ,0.0,1,
letronics.us,1.0,,,,Unclaimed Profile,,"Vector Marketing,Infinite Direct,AlliedBarton,Securitas Security Services USA,KellyMitchell Group,Mu Sigma,R.R. Donnelley,Acosta,Epsilon,Pitney Bowes",,,,0,3.0,1,16 to 50 Employees,1.0,100.0,"http://www.glassdoor.com/Overview/Working-at-Letronics-EI_IE739071.11,20.htm",,739071,Unknown / Non-Applicable per year,"Dallas, TX",Unknown,Letronics,1.0,,,Company - Private,Business Services,,Dallas,TX,0.0,1,
www.siperian.com,,Peter M. Caswell,,"Siperian can help you siphon off all sorts of useful tidbits from your customer data. The company provides software used to integrate a variety of customer information from disparate data sources. Clients use the company's software for various tasks such as business analytics, customer relationship management, marketing, and sales force optimization. Siperian also offers consulting, technical support, integration, implementation, maintenance, media, and training services. It targets the financial services, government, health and life sciences, manufacturing, retail, and technology sectors. The company counts Allergan, LexisNexis, Merrill Lynch, and Johnson & Johnson among its customers.",Unclaimed Profile,,"Apple,Epic Systems Corporation,VMware",,2000.0,,2,3.7,3,50 to 149 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Siperian-EI_IE30857.11,19.htm",,30857,$10 to $25 million (USD) per year,"Redwood City, CA","Oracle,SAP",Siperian,7.0,,53.0,Company - Private,Information Technology,,Redwood City,CA,0.0,1,
www.remx.com,2.1,Fred R. Herbert,452.0,"Founded in 2002, RemX Specialty Staffing is a perfect combination of a boutique agency, meeting your specific needs nimbly and with customized solutions, and an industry powerhouse that has the weight of a top 10 industry leader behind it. Part of The Select Family of Staffing Companies, RemX is able to offer robust staffing solutions and cutting-edge technology while maintaining the white-glove service approach that the company was founded on. All together, that makes RemX “The High-Performance Partner.” RemX is comprised of seven subdivisions: RemX Financial Staffing, RemX IT Staffing, RemX OfficeStaff, RemX Engineering, RemX Medical Staffing, RemX Scientific, and RemX Search and Placement.",Engaged Employer,,,,2002.0,,2,2.2,36,5000+ Employees,12.0,28.0,"http://www.glassdoor.com/Overview/Working-at-RemX-Specialty-Staffing-EI_IE369325.11,34.htm",,369325,$100 to $500 million (USD) per year,"Atlanta, GA","Robert Half,Ajilon Staffing,Aerotek",RemX Specialty Staffing,14.0,,100.0,Subsidiary or Business Segment,Business Services,,Atlanta,GA,0.0,1,
www.sehealth.org,,,,,Unclaimed Profile,,"Saint Francis Medical Center,Southeast Missouri State University,Kaiser Permanente,HCR ManorCare,BAYADA Home Health Care,Fresenius Medical Care - North America,DaVita,Genesis HealthCare,Brookdale Senior Living,Quest Diagnostics,Express Scripts",,,,0,2.9,2,1000 to 5000 Employees,,44.0,"http://www.glassdoor.com/Overview/Working-at-SoutheastHEALTH-EI_IE284590.11,26.htm",,284590,$100 to $500 million (USD) per year,"Cape Girardeau, MO",St Francis Hospital,SoutheastHEALTH,12.0,,,Nonprofit Organization,Health Care,,Cape Girardeau,MO,0.0,1,
www.valleyhospital.net,2.0,Sam Kaufman,87.0,"If you hit the Las Vegas Strip a bit too hard, Valley Hospital Medical Center could be a site you weren't planning to see. Part of Universal Health Services' subsidiary The Valley Health System, Valley Hospital has about 400 beds and offers inpatient, outpatient, and emergency care. Founded in 1972, it also operates a Cardiac Center. Valley Medical was the first hospital in the region to receive accreditation as both a Primary Stroke Center and a Certified Chest Pain Center.",Engaged Employer,,,,1979.0,Universal Health Services,1,3.0,8,1000 to 5000 Employees,3.0,65.0,"http://www.glassdoor.com/Overview/Working-at-Valley-Hospital-EI_IE28472.11,26.htm",,28472,,"Las Vegas, NV","MountainView Hospital (Las Vegas),University Medical Center of Southern Nevada",Valley Hospital,9.0,,100.0,Hospital,Health Care,,Las Vegas,NV,0.0,1,
www.framesi.it,,,,,Unclaimed Profile,,"Great Clips,European Wax Center,Hand and Stone Spa,G&K Services,Angie's List",,,,0,1.5,2,Unknown,,,"http://www.glassdoor.com/Overview/Working-at-Framesi-EI_IE344745.11,18.htm",,344745,Unknown / Non-Applicable per year,"Milano, Italy",Unknown,Framesi,1.0,,,Company - Private,Consumer Services,,Milano,Italy,0.0,1,
www.wmeng.com,1.0,Neal Wunderlich,,,Unclaimed Profile,,Barry-Wehmiller,,1982.0,,4,4.5,8,150 to 499 Employees,1.0,100.0,"http://www.glassdoor.com/Overview/Working-at-Wunderlich-Malec-Engineering-EI_IE293168.11,39.htm",,293168,$25 to $50 million (USD) per year,"Hopkins, MN",Unknown,Wunderlich-Malec Engineering,22.0,,100.0,Company - Private,Unknown,,Hopkins,MN,0.0,1,
www.mct.org,,Jerry Kane,,,Unclaimed Profile,,"Chicago Transit Authority,Los Angeles Metro,Pace Suburban Bus",,,,0,3.0,1,1 to 5 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Madison-County-Transit-EI_IE818387.11,33.htm",,818387,Less than $1 million (USD) per year,"Granite City, IL",Unknown,Madison County Transit,2.0,,,Company - Private,Travel & Tourism,,Granite City,IL,0.0,1,
www.cacc.com,,,,,Unclaimed Profile,,"American Red Cross,American Cancer Society,Salvation Army,Planned Parenthood,Boys & Girls Clubs,United Way,Habitat for Humanity,Wounded Warrior Project,Easter Seals,International Rescue Committee",,,,0,3.0,1,16 to 50 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-Croatian-American-Cultural-Center-EI_IE557537.11,44.htm",,557537,Unknown / Non-Applicable per year,"Sacramento, CA",Unknown,Croatian American Cultural Center,,,,Nonprofit Organization,Non-Profit,,Sacramento,CA,0.0,1,
www.newpark.com,3.0,Paul L. Howes,,"Oil field waste is gold for environmental services alchemist Newpark Resources. The company provides integrated environmental and drilling fluid and engineering services to oil and gas drillers. Newpark Resources also supplies prefab work platforms and provides DuraBase brand composite mats used to make temporary access roads (through its Newpark Mats & Integrated Services unit), processes and disposes of oil field waste (injecting it underground or recycling it into drilling fluids), and performs fluid processing and recycling on site at rigs. It also processes and disposes of nonhazardous industrial waste.",Engaged Employer,,"Newpark Drilling Fluids,Halliburton,Weatherford,Anadarko Petroleum,National Oilwell Varco,Baker Hughes,Schlumberger,Insperity,Cintas,ARAMARK,Terminix,Stericycle",,,,4,3.7,4,1000 to 5000 Employees,2.0,100.0,"http://www.glassdoor.com/Overview/Working-at-Newpark-Resources-EI_IE545.11,28.htm",,545,$1 to $2 billion (USD) per year,"The Woodlands, TX","Baker Hughes,Halliburton,Schlumberger",Newpark Resources,14.0,"The Houston Chronicle 100,The Houston Chronicle,2008",100.0,Company - Public with Ticker,Business Services,,The Woodlands,TX,1.0,1,NR
www.fnysllc.com,3.5,Thomas Donino,,,Unclaimed Profile,,"Susquehanna International Group, LLP,T3 Trading Group,Trillium Trading,Jane Street,Chimera Securities,SMB Capital,Jump Trading,PEAK6 Investments,Quad Capital,Optiver,J.P. Morgan,IMC Financial Markets",,1986.0,,0,2.8,13,150 to 499 Employees,6.0,33.0,"http://www.glassdoor.com/Overview/Working-at-First-New-York-Securities-LLC-EI_IE217688.11,40.htm",,217688,$50 to $100 million (USD) per year,"New York, NY",Unknown,First New York Securities LLC,25.0,,,Company - Private,Finance,,New York,NY,0.0,1,
www.leuze.de,,,,,Unclaimed Profile,,"InvenSense,Corning,Micron Technology,National Instruments,Flextronics",,,,0,4.1,3,150 to 499 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-The-Leuze-Group-EI_IE347543.11,26.htm",,347543,Unknown / Non-Applicable per year,"Owen, Germany",Unknown,The Leuze-Group,1.0,,,Company - Private,Manufacturing,,Owen,Germany,0.0,1,
www.stockusa.com,,,,,Unclaimed Profile,,"Morgan Stanley Smith Barney,Interactive Brokers,T3 Trading Group",,,,0,2.4,2,16 to 50 Employees,,45.0,"http://www.glassdoor.com/Overview/Working-at-Stock-USA-Execution-Services-EI_IE674056.11,39.htm",,674056,Unknown / Non-Applicable per year,"Carmel, NY",Unknown,Stock USA Execution Services,,,,Company - Private,Finance,,Carmel,NY,0.0,1,
www.x3sports.com,,,,,Unclaimed Profile,,"Scholastic,Caesars Entertainment,Regal Entertainment,Vail Resorts,NFL,SoulCycle,SeaWorld Parks & Entertainment,ClubCorp",,,,0,4.5,2,150 to 499 Employees,,100.0,"http://www.glassdoor.com/Overview/Working-at-X3-Sports-EI_IE746680.11,20.htm",,746680,Unknown / Non-Applicable per year,"Marietta, GA",Unknown,X3 Sports,,,,Company - Private,"Arts, Entertainment & Recreation",,Marietta,GA,0.0,1,
www.lakemartincommunityhospital.com,,,,,Unclaimed Profile,,"Kaiser Permanente,HCR ManorCare,BAYADA Home Health Care,Fresenius Medical Care - North America,Genesis HealthCare,Brookdale Senior Living,Quest Diagnostics,Express Scripts",,,,0,2.0,1,Unknown,,,"http://www.glassdoor.com/Overview/Working-at-Lake-Martin-Community-Hospital-EI_IE265484.11,41.htm",,265484,$25 to $50 million (USD) per year,"Dadeville, AL",Unknown,Lake Martin Community Hospital,5.0,,,Company - Private,Health Care,,Dadeville,AL,0.0,1,
www.smartturn.com,,,,,Unclaimed Profile,,"Informatica,SAIC,CDW,Amdocs,FIS,Splunk",,,,0,3.0,1,6 to 15 Employees,,,"http://www.glassdoor.com/Overview/Working-at-SmartTurn-EI_IE294688.11,20.htm",,294688,Unknown / Non-Applicable per year,"San Francisco, CA",Unknown,SmartTurn,,,,Company - Private,Information Technology,,San Francisco,CA,0.0,1,
www.actionaid.org,4.0,,,,Unclaimed Profile,,"ActionAIDS,John Deere,Stratasys,Michigan Talent Bank,Pentair,International Paper",,,,0,3.4,13,150 to 499 Employees,1.0,71.0,"http://www.glassdoor.com/Overview/Working-at-Actionaid-EI_IE339471.11,20.htm",,339471,Unknown / Non-Applicable per year,"Johannesburg, South Africa",Unknown,Actionaid,7.0,,,Nonprofit Organization,Manufacturing,,Johannesburg,South Africa,0.0,1,
www.sabinrobbins.com,,Thomas H. Roberts,,"Sabin Robbins isn't necessarily glossy-eyed, but it does keep its eye on plenty of glossy paper. The company distributes sheets and rolls of paper, including glossy- and matte-coated, envelope stock, form bond, and uncoated paper for books, covers, and reply cards. It also buys paper from individuals and companies. Sabin Robbins, which takes excess stock from mills and converts it for sale to commercial printers, boasts converting operations in Mansfield, Ohio, and sales and distribution offices in Cleveland, Atlanta, and Chicago. Sabin Robbins founded the company, originally a pharmacy supplier called Ross & Robbins Company, in 1884. It was purchased by Blackbird Capital Partners in 2008.",Unclaimed Profile,,,,,,1,3.0,1,50 to 149 Employees,,,"http://www.glassdoor.com/Overview/Working-at-Sabin-Robbins-Paper-EI_IE25936.11,30.htm",,25936,$10 to $25 million (USD) per year,"West Chester, OH","Gould Paper,Midland Paper,Unisource Worldwide",Sabin Robbins Paper,,,100.0,Company - Private,Retail,,West Chester,OH,0.0,1,
www.consol.de,4.0,,,,Unclaimed Profile,,"ConSol Partners,CONSOL Energy,Apple,Hewlett-Packard,Cisco Systems,Uber,Salesforce,Epic Systems Corporation,VMware",,,,0,3.7,4,50 to 149 Employees,1.0,100.0,"http://www.glassdoor.com/Overview/Working-at-ConSol-EI_IE629205.11,17.htm",,629205,Unknown / Non-Applicable per year,"Munich, Germany",Unknown,ConSol,2.0,,,Company - Private,Information Technology,,Munich,Germany,0.0,1,
www.cpm-us.com,2.0,James Gergen,,,Unclaimed Profile,,"CPM Marketing Group,Advantage Sales and Marketing,CPM (TX),CROSSMARK,Hertz,Tractor Supply,PetSmart,CPM UK Limited,Warner Chilcott Limited,The Home Depot,Premium Retail Services,Dollar General",,,,3,3.7,7,1000 to 5000 Employees,1.0,69.0,"http://www.glassdoor.com/Overview/Working-at-CPM-US-EI_IE689206.11,17.htm",,689206,$100 to $500 million (USD) per year,"Sarasota, FL",Unknown,CPM US,4.0,,65.0,Subsidiary or Business Segment,Accounting & Legal,,Sarasota,FL,0.0,1,
